country,link,description,title
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=7390631,"On the morning of 10 April, 1968, Cyclone ""Giselle"" hit at the same time as another storm which had driven up the West Coast of the South Island from Antarctica. The two storms met over the capital city, Wellington, creating a single storm just as the inter-island ferry Wahine was crossing Cook Strait, between the South and North Islands of New Zealnd. At 5.50 on the morning of 10 April, carrying 610 passengers and 123 crew, the Captain of the Wahine, decided to enter Wellington harbour. Huge...[Read More] (Bio by: Jeff J)","Disaster, Wahine Ferry"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=8024038,"Crimean War Victoria Cross Recipient. Born in Sussex, England, he served as a Lieutenant in the Royal Marine Artillery. In actions at Gulf of Finland, Fort of Viborg, on July 13, 1855, an explosion occurred in one of the cutters of HMS Arrogant. Lieutenant Dowell, who was on board HMS Ruby, took three volunteers and went, under very heavy fire to the assistance of the cutter. He took up three of the crew, having rescued the rest and rescued the Captain of the Mast. He then towed the stricken...[Read More] (Bio by: John ""J-Cat"" Griffith)","Dowell, George Dare"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=8185193,"Second Taranaki War Victoria Cross Recipient. He was gazetted for the award on September 23, 1864 for his actions as a an ensign, along with drummer Dudley Stagpoole, in the 57th Regiment of Foot, British Army, on October 23, 1863 at Pontoko, New Zealand, while engaging the Maori natives during the Second Taranaki War. Nothing is known of his early life or when he joined the British Army. He died from a fever at the age of 24 while still serving in New Zealand. His joint Victoria Cross citation...[Read More] (Bio by: William Bjornstad)","Down, John Thornton"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=10071586,"Actor, director, and writer. A native of New Zealand, Duncan played the role of 'Bass' on the television series, ""Shortland Street,"" in 2001. Duncan also worked on the film, ""Strike Zone"" in 2003, as both director and writer. The song, ""Into The West,"" was written about him and he was also the recipient of several Fair Go Ad Awards for ads he had done.Cause of death: Cancer","Duncan, Cameron"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=7996483,"World War II Victoria Cross Recipient.  A native of New Zealand, he received the award from British Lieutenant General Bernard Montgomery in Egypt, in September 1942, for his actions as a sergeant in the 22nd Battalion, New Zealand Expeditionary Force, on July 15, 1942 during the First Battle of  El Alamein, Egypt, during Western Desert Campaign of World War II.  One of nine children, he was born in Apiti, New Zealand where his father was a farmer.  He dropped out of high school to help run the...[Read More] (Bio by: William Bjornstad)","Elliott, Keith"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=7996491,"World War I British Victoria Cross Medal Recipient. He served as a Lance Corporal in the 3rd Battalion, New Zealand Rifles Expeditionary Force during the First World War. On June 7, 1917, at the Battle of Messines Belgium, although wounded, he went ahead of his section, destroying a German machine gun crew, which was causing heavy casualties. He then attacked a second gun killing all the crew of 12. By the destruction of these two guns he undoubtedly saved his own life and other units from very...[Read More] (Bio by: John ""J-Cat"" Griffith)","Frickleton, Samuel"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=80919175,"Composer, Arranger, Conductor. Captivated by music during his early youth, he began writing prior to the age of ten and at eleven submitted an arrangement of ""Stardust"" to be performed by the Oakland Symphony Orchestra. A self-taught instrumentalist, he mastered the trumpet during his junior high school years and gained experience playing nightly at a hotel in San Francisco. After briefly attending San Francisco State University, he would be mentored by Mario Castelnuoyo-Tedesco and launch his...[Read More] (Bio by: C.S.)","Garcia, Russell"
Browse by Country: New Zealand,/cgi-bin/fg.cgi?page=gr&GRid=7033151,"World War I Victoria Cross Recipient. Born in Hawera, New Zealand, he served as a Sergeant with the 1st Battalion, Wellington Regiment, British Army. In actions at Bancourt, France, on September 1, 1918, Sergeant was in charge of a platoon forming part of the leading attack. On reaching the crest it was found that a line of five German machine gun posts were holding the advance. Sergeant Grant, followed closely by a comrade, rushed forward ahead of his platoon, entered the centre post, taking...[Read More] (Bio by: John ""J-Cat"" Griffith)","Grant, John Gildroy"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=29551859,"Civil War Union Army Soldier. He is most noted for his secretly recorded lists of the dead at the infamous Southern prisoner of war camp at Andersonville, Georgia. Enlisted as a Private in Company D, 2nd New York Volunteer Cavalry on September 1, 1861, he was 18 years old when captured at Hagerstown, Maryland in July of 1863 during the Union Army's pursuit of General Robert E. Lee's Army of Northern Virginia after the Battle of Gettysburg. Sent first to Belle Island in Virginia, he was...[Read More] (Bio by: Nan)","Atwater, Dorence"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=7278749,"Daughter of Marlon Brando. She is buried with Dag Drollet, who was murdered by her half-brother, Christian Brando. She was poised to issue a statement that would have likely put Christian away for life, but she fled to Punaauia, Tahiti where she hanged herself at the Brando estate.","Brando, Cheyenne"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=3126,"Belgian-born, French-language Singer, Songwriter, Actor.","Brel, Jacques"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=7278752,"He was murdered by Christian Brando, Marlon Brando's son. He is buried with his lover, Cheyenne Brando.","Drollet, Dag"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=3125,"Artist. First he was a sailor, then a stockbroker in Paris but painted in his free time. He began working with Camille Pissarro in 1874 and showed in every Impressionist exhibition between 1879 and 1886. In 1884 he moved with his family to Copenhagen, where he unsuccessfully pursued a business career. He returned to Paris in 1885 to paint full-time, leaving his family in Denmark. In 1885 he met Edgar Degas, next year he met Charles Laval and Emile Bernard and Vincent van Gogh. With Laval he...[Read More] (Bio by: Jelena)","Gauguin, Paul"
Browse by Country: French Polynesia,/cgi-bin/fg.cgi?page=gr&GRid=156574048,"3rd King of Tahiti. Reigned under regency from his father's death on December 7, 1821 until his death. (Bio by: Seth Hamm)Cause of death: Dysentery","Pōmare III., Teri'itaria"
Browse by Country: Fiji,/cgi-bin/fg.cgi?page=gr&GRid=8658551,"Fiji Politician. The founding father of the island nation of Fiji, Mara served as the island's Prime Minister from September 22, 1967, to April 13, 1987, and December 5, 1987, to June 2, 1992. He also served as President of Fiji from December 16, 1993, to May 29, 2000. (Bio by: K)","Mara, Ratu Sir Kamisese"
Browse by Country: Cook Islands,/cgi-bin/fg.cgi?page=gr&GRid=1348,Author.,"Frisbie, Robert"
Browse by Country: Cook Islands,/cgi-bin/fg.cgi?page=gr&GRid=5817,"Author. Born Thomas Francis Neale in Wellington, New Zealand, he was noted as a bushman and survival enthusiast. He spent most of his life in the Cook Islands and over 16 years living alone on the Island of Anchorage in the Suwarrow Atoll. Through all this time, he become an experienced seaman and was considered a modern Robinson Crusoe. He was not the only person to live alone on Suwarrow, in the summer of 1965, he shared his island with a former art student from London. His experience...[Read More] (Bio by: John ""J-Cat"" Griffith)","Neale, Tom"
Browse by Country: Yemen,/cgi-bin/fg.cgi?page=gr&GRid=8170658,"Second Boer War Victoria Cross Recipient. Born in Cork, Ireland, he served as a Lieutenant in the 2nd Scottish Horse. On July 3, 1901, Lieutenant English was in command of a troop of five men engaged in the pursuit of some Boers with their cattle in the Vlakfontein region South Africa. A party of 60 Boers attacked a squad on Lieutenant English's pluck when he went forward with his men to assist the isolated position. Two of his men were killed and two wounded but Lieutenant English held his...[Read More] (Bio by: John ""J-Cat"" Griffith)","English, William John"
Browse by Country: West Bank,/cgi-bin/fg.cgi?page=gr&GRid=9747634,"Palestinian Leader, Nobel Peace Prize Laureate. The leader of the Palestine Liberation Organization, and head of the Palestinian Authority, he was awarded the Nobel Peace Prize in 1994. Born Mohammed Yasser Abdul-Ra'ouf Qudwa Al-Husseini in Egypt of Palestinian parents, Yasser Arafat grew up in Cairo until he was five years old, when his mother died. (The place of Arafat's birth is in dispute. Some accounts put his birth in Jerusalem, other sources say he was born in the Gaza Strip. His date of...[Read More] (Bio by: Kit and Morgan Benson)","Arafat, Yasser (Mohammed Abdel Rahman Abdel Raouf Arafat Al Qudua)"
Browse by Country: West Bank,/cgi-bin/fg.cgi?page=gr&GRid=106251786,"Israeli Orthodox rabbi, educator and negotiator. He was one of the few Israelis who spoke with Palestinian Islamists of Hamas and  thought that was  possible peace with this movement that advocates the destruction of Israel. He was the rabbi of the Jewish settlement of Tekoa, south of the occupied West Bank Border, that believed that peace was possible with Hamas on the basis of a religious understanding. He believed it was  ""impossible to achieve peace without considering religious issues...[Read More] (Bio by: Errete)","Froman, Rabbi. Menachem"
Browse by Country: Australia,/cgi-bin/fg.cgi?page=gr&GRid=7768120,"World War II Victoria Cross Recipient. During World War I he served with South African forces and was awarded the Military Cross. He served as a Lieutenant-Colonel, Commanding 2/19th Australian Infantry Battalion, 8th Australian Division in World War II. Anderson was awarded the Victoria Cross for gallantry at Maur River in Malaya from January 18 to 22, 1942 and was a prisoner of war for three and a half years. He was Federal Member for Hume in the House of Representatives for three terms, 1949...[Read More] (Bio by: Anthony Staunton)","Anderson, Charles Groves Wright"
Browse by Country: Australia,/cgi-bin/fg.cgi?page=gr&GRid=66876039,"World War II Victoria Cross Recipient. During World War I he served with South African forces and was awarded the Military Cross. He served as a Lieutenant-Colonel, Commanding 2/19th Australian Infantry Battalion, 8th Australian Division in World War II. Anderson was awarded the Victoria Cross for gallantry at Maur River in Malaya from January 18 to 22, 1942 and was a prisoner of war for three and a half years. He was Federal Member for Hume in the House of Representatives for three terms, 1949...[Read More] (Bio by: Anthony Staunton)","Anderson, Charles Groves Wright"
